E.coli./09.fa.txt_orf00002 D.turgidum./08.fa.txt_orf01736
E.coli./09.fa.txt_orf03437_rev D.turgidum./08.fa.txt_orf00143
E.coli./09.fa.txt_orf03438_rev D.turgidum./08.fa.txt_orf00762
E.coli./09.fa.txt_orf03439_rev D.turgidum./08.fa.txt_orf01872_rev
E.coli./09.fa.txt_orf03440_rev D.turgidum./08.fa.txt_orf00877
E.coli./09.fa.txt_orf03441 D.turgidum./08.fa.txt_orf01416
E.coli./09.fa.txt_orf03442 D.turgidum./08.fa.txt_orf01417
E.coli./09.fa.txt_orf03443 D.turgidum./08.fa.txt_orf01418
E.coli./09.fa.txt_orf03445 D.turgidum./08.fa.txt_orf01419
E.coli./09.fa.txt_orf03447 D.turgidum./08.fa.txt_orf01420
E.coli./09.fa.txt_orf03448 D.turgidum./08.fa.txt_orf01421
E.coli./09.fa.txt_orf03449 D.turgidum./08.fa.txt_orf01423
E.coli./09.fa.txt_orf03450 D.turgidum./08.fa.txt_orf01424
E.coli./09.fa.txt_orf03452_rev D.turgidum./08.fa.txt_orf00439_rev
E.coli./09.fa.txt_orf03454_rev D.turgidum./08.fa.txt_orf00936_rev
E.coli./09.fa.txt_orf03455_rev D.turgidum./08.fa.txt_orf00255
E.coli./09.fa.txt_orf03456_rev D.turgidum./08.fa.txt_orf00465_rev
E.coli./09.fa.txt_orf03457_rev D.turgidum./08.fa.txt_orf01339
E.coli./09.fa.txt_orf03458_rev D.turgidum./08.fa.txt_orf01217_rev
E.coli./09.fa.txt_orf03459_rev D.turgidum./08.fa.txt_orf00748_rev
E.coli./09.fa.txt_orf03460_rev D.turgidum./08.fa.txt_orf00699_rev
E.coli./09.fa.txt_orf03461_rev D.turgidum./08.fa.txt_orf01786_rev
E.coli./09.fa.txt_orf03463_rev D.turgidum./08.fa.txt_orf02047_rev
E.coli./09.fa.txt_orf03464_rev D.turgidum./08.fa.txt_orf01120
E.coli./09.fa.txt_orf03465 D.turgidum./08.fa.txt_orf00768
E.coli./09.fa.txt_orf03466_rev D.turgidum./08.fa.txt_orf02047_rev
E.coli./09.fa.txt_orf03467_rev D.turgidum./08.fa.txt_orf01712_rev
E.coli./09.fa.txt_orf03468_rev D.turgidum./08.fa.txt_orf01887
E.coli./09.fa.txt_orf03469_rev D.turgidum./08.fa.txt_orf00775
E.coli./09.fa.txt_orf03470_rev D.turgidum./08.fa.txt_orf01781_rev
E.coli./09.fa.txt_orf03472_rev D.turgidum./08.fa.txt_orf01026
E.coli./09.fa.txt_orf03474_rev D.turgidum./08.fa.txt_orf01141
E.coli./09.fa.txt_orf03476_rev D.turgidum./08.fa.txt_orf00084
E.coli./09.fa.txt_orf03478_rev D.turgidum./08.fa.txt_orf00070
E.coli./09.fa.txt_orf03480_rev D.turgidum./08.fa.txt_orf00773
E.coli./09.fa.txt_orf03481_rev D.turgidum./08.fa.txt_orf01804
E.coli./09.fa.txt_orf03483_rev D.turgidum./08.fa.txt_orf00463_rev
E.coli./09.fa.txt_orf03485_rev D.turgidum./08.fa.txt_orf00463_rev
E.coli./09.fa.txt_orf03487_rev D.turgidum./08.fa.txt_orf01594
E.coli./09.fa.txt_orf03488_rev D.turgidum./08.fa.txt_orf00088
E.coli./09.fa.txt_orf03489_rev D.turgidum./08.fa.txt_orf02049
E.coli./09.fa.txt_orf03490_rev D.turgidum./08.fa.txt_orf00775
E.coli./09.fa.txt_orf03491_rev D.turgidum./08.fa.txt_orf01594
E.coli./09.fa.txt_orf03492_rev D.turgidum./08.fa.txt_orf00202
E.coli./09.fa.txt_orf03493_rev D.turgidum./08.fa.txt_orf01715_rev
E.coli./09.fa.txt_orf03494_rev D.turgidum./08.fa.txt_orf01044
E.coli./09.fa.txt_orf03495_rev D.turgidum./08.fa.txt_orf00788
E.coli./09.fa.txt_orf03497 D.turgidum./08.fa.txt_orf01682_rev
E.coli./09.fa.txt_orf03498_rev D.turgidum./08.fa.txt_orf01057
E.coli./09.fa.txt_orf03499_rev D.turgidum./08.fa.txt_orf00066
E.coli./09.fa.txt_orf03501_rev D.turgidum./08.fa.txt_orf00042_rev
E.coli./09.fa.txt_orf03502 D.turgidum./08.fa.txt_orf00271
E.coli./09.fa.txt_orf03504_rev D.turgidum./08.fa.txt_orf01784_rev
E.coli./09.fa.txt_orf03505 D.turgidum./08.fa.txt_orf00022
E.coli./09.fa.txt_orf03506_rev D.turgidum./08.fa.txt_orf02249_rev
E.coli./09.fa.txt_orf03507_rev D.turgidum./08.fa.txt_orf01870_rev
E.coli./09.fa.txt_orf03508_rev D.turgidum./08.fa.txt_orf02185_rev
E.coli./09.fa.txt_orf03510 D.turgidum./08.fa.txt_orf01081
E.coli./09.fa.txt_orf03511 D.turgidum./08.fa.txt_orf00412_rev
E.coli./09.fa.txt_orf03512 D.turgidum./08.fa.txt_orf02018_rev
E.coli./09.fa.txt_orf03513 D.turgidum./08.fa.txt_orf00266_rev
E.coli./09.fa.txt_orf03514 D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf03515 D.turgidum./08.fa.txt_orf01564_rev
E.coli./09.fa.txt_orf03516 D.turgidum./08.fa.txt_orf01824_rev
E.coli./09.fa.txt_orf03517 D.turgidum./08.fa.txt_orf00016_rev
E.coli./09.fa.txt_orf03518 D.turgidum./08.fa.txt_orf02224_rev
E.coli./09.fa.txt_orf03519 D.turgidum./08.fa.txt_orf01278
E.coli./09.fa.txt_orf03521 D.turgidum./08.fa.txt_orf00187_rev
E.coli./09.fa.txt_orf03523_rev D.turgidum./08.fa.txt_orf00072_rev
E.coli./09.fa.txt_orf03524 D.turgidum./08.fa.txt_orf02025_rev
E.coli./09.fa.txt_orf03526_rev D.turgidum./08.fa.txt_orf00535_rev
E.coli./09.fa.txt_orf03528_rev D.turgidum./08.fa.txt_orf00509_rev
E.coli./09.fa.txt_orf03529_rev D.turgidum./08.fa.txt_orf00548
E.coli./09.fa.txt_orf03530_rev D.turgidum./08.fa.txt_orf00586
E.coli./09.fa.txt_orf03531_rev D.turgidum./08.fa.txt_orf00084
E.coli./09.fa.txt_orf03532_rev D.turgidum./08.fa.txt_orf00505
E.coli./09.fa.txt_orf03533_rev D.turgidum./08.fa.txt_orf00505
E.coli./09.fa.txt_orf03535_rev D.turgidum./08.fa.txt_orf00046
E.coli./09.fa.txt_orf03536_rev D.turgidum./08.fa.txt_orf00741
E.coli./09.fa.txt_orf03537 D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf03538 D.turgidum./08.fa.txt_orf01031
E.coli./09.fa.txt_orf03539 D.turgidum./08.fa.txt_orf00578
E.coli./09.fa.txt_orf03540_rev D.turgidum./08.fa.txt_orf00832
E.coli./09.fa.txt_orf03541_rev D.turgidum./08.fa.txt_orf00251
E.coli./09.fa.txt_orf03542_rev D.turgidum./08.fa.txt_orf02090
E.coli./09.fa.txt_orf03543_rev D.turgidum./08.fa.txt_orf01898_rev
E.coli./09.fa.txt_orf03544_rev D.turgidum./08.fa.txt_orf01354
E.coli./09.fa.txt_orf03545 D.turgidum./08.fa.txt_orf00352_rev
E.coli./09.fa.txt_orf03546 D.turgidum./08.fa.txt_orf00947_rev
E.coli./09.fa.txt_orf03548_rev D.turgidum./08.fa.txt_orf01325
E.coli./09.fa.txt_orf03549_rev D.turgidum./08.fa.txt_orf00125_rev
E.coli./09.fa.txt_orf03550_rev D.turgidum./08.fa.txt_orf00148_rev
E.coli./09.fa.txt_orf03552_rev D.turgidum./08.fa.txt_orf00580
E.coli./09.fa.txt_orf03554_rev D.turgidum./08.fa.txt_orf00714
E.coli./09.fa.txt_orf03556 D.turgidum./08.fa.txt_orf00336
E.coli./09.fa.txt_orf03559 D.turgidum./08.fa.txt_orf01347_rev
E.coli./09.fa.txt_orf03561 D.turgidum./08.fa.txt_orf01670_rev
E.coli./09.fa.txt_orf03562 D.turgidum./08.fa.txt_orf00063_rev
E.coli./09.fa.txt_orf03564 D.turgidum./08.fa.txt_orf01162_rev
E.coli./09.fa.txt_orf03565 D.turgidum./08.fa.txt_orf00997_rev
E.coli./09.fa.txt_orf03567 D.turgidum./08.fa.txt_orf01608
E.coli./09.fa.txt_orf03568 D.turgidum./08.fa.txt_orf01590_rev
E.coli./09.fa.txt_orf03570_rev D.turgidum./08.fa.txt_orf00637
E.coli./09.fa.txt_orf03571_rev D.turgidum./08.fa.txt_orf01405
E.coli./09.fa.txt_orf03572_rev D.turgidum./08.fa.txt_orf00416
E.coli./09.fa.txt_orf03573 D.turgidum./08.fa.txt_orf02140_rev
E.coli./09.fa.txt_orf03574_rev D.turgidum./08.fa.txt_orf01999_rev
E.coli./09.fa.txt_orf03577_rev D.turgidum./08.fa.txt_orf01145
E.coli./09.fa.txt_orf03580_rev D.turgidum./08.fa.txt_orf02187_rev
E.coli./09.fa.txt_orf03581_rev D.turgidum./08.fa.txt_orf00756_rev
E.coli./09.fa.txt_orf03583_rev D.turgidum./08.fa.txt_orf01096
E.coli./09.fa.txt_orf03584 D.turgidum./08.fa.txt_orf00042_rev
E.coli./09.fa.txt_orf03586_rev D.turgidum./08.fa.txt_orf01762_rev
E.coli./09.fa.txt_orf03588_rev D.turgidum./08.fa.txt_orf00470_rev
E.coli./09.fa.txt_orf03589_rev D.turgidum./08.fa.txt_orf01400
E.coli./09.fa.txt_orf03590 D.turgidum./08.fa.txt_orf01973
E.coli./09.fa.txt_orf03594_rev D.turgidum./08.fa.txt_orf01196
E.coli./09.fa.txt_orf03595_rev D.turgidum./08.fa.txt_orf01523
E.coli./09.fa.txt_orf03596_rev D.turgidum./08.fa.txt_orf01713_rev
E.coli./09.fa.txt_orf03597 D.turgidum./08.fa.txt_orf00379_rev
E.coli./09.fa.txt_orf03599 D.turgidum./08.fa.txt_orf02002_rev
E.coli./09.fa.txt_orf03600 D.turgidum./08.fa.txt_orf01679_rev
E.coli./09.fa.txt_orf03601 D.turgidum./08.fa.txt_orf01861_rev
E.coli./09.fa.txt_orf03602 D.turgidum./08.fa.txt_orf01431
E.coli./09.fa.txt_orf03603 D.turgidum./08.fa.txt_orf01352
E.coli./09.fa.txt_orf03605 D.turgidum./08.fa.txt_orf00580
E.coli./09.fa.txt_orf03606_rev D.turgidum./08.fa.txt_orf00543
E.coli./09.fa.txt_orf03607_rev D.turgidum./08.fa.txt_orf00542
E.coli./09.fa.txt_orf03608_rev D.turgidum./08.fa.txt_orf02096_rev
E.coli./09.fa.txt_orf03609_rev D.turgidum./08.fa.txt_orf00540
E.coli./09.fa.txt_orf03612_rev D.turgidum./08.fa.txt_orf00226_rev
E.coli./09.fa.txt_orf03613_rev D.turgidum./08.fa.txt_orf01209
E.coli./09.fa.txt_orf03615 D.turgidum./08.fa.txt_orf00318_rev
E.coli./09.fa.txt_orf03617_rev D.turgidum./08.fa.txt_orf00025_rev
E.coli./09.fa.txt_orf03619_rev D.turgidum./08.fa.txt_orf02249_rev
E.coli./09.fa.txt_orf03621_rev D.turgidum./08.fa.txt_orf00144_rev
E.coli./09.fa.txt_orf03622 D.turgidum./08.fa.txt_orf01457
E.coli./09.fa.txt_orf03623 D.turgidum./08.fa.txt_orf00348
E.coli./09.fa.txt_orf03624 D.turgidum./08.fa.txt_orf01111_rev
E.coli./09.fa.txt_orf03625_rev D.turgidum./08.fa.txt_orf00513
E.coli./09.fa.txt_orf03627_rev D.turgidum./08.fa.txt_orf01199
E.coli./09.fa.txt_orf03628 D.turgidum./08.fa.txt_orf02285_rev
E.coli./09.fa.txt_orf03629_rev D.turgidum./08.fa.txt_orf00513
E.coli./09.fa.txt_orf03631_rev D.turgidum./08.fa.txt_orf00745
E.coli./09.fa.txt_orf03632_rev D.turgidum./08.fa.txt_orf01031
E.coli./09.fa.txt_orf03633_rev D.turgidum./08.fa.txt_orf00543
E.coli./09.fa.txt_orf03634_rev D.turgidum./08.fa.txt_orf01111_rev
E.coli./09.fa.txt_orf03635_rev D.turgidum./08.fa.txt_orf01782_rev
E.coli./09.fa.txt_orf03636 D.turgidum./08.fa.txt_orf01379
E.coli./09.fa.txt_orf03637 D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf03638_rev D.turgidum./08.fa.txt_orf00339
E.coli./09.fa.txt_orf03639_rev D.turgidum./08.fa.txt_orf01191
E.coli./09.fa.txt_orf03640 D.turgidum./08.fa.txt_orf01316
E.coli./09.fa.txt_orf03642 D.turgidum./08.fa.txt_orf01608
E.coli./09.fa.txt_orf03643 D.turgidum./08.fa.txt_orf00306
E.coli./09.fa.txt_orf03645 D.turgidum./08.fa.txt_orf00023
E.coli./09.fa.txt_orf03647 D.turgidum./08.fa.txt_orf01427
E.coli./09.fa.txt_orf03649 D.turgidum./08.fa.txt_orf02195_rev
E.coli./09.fa.txt_orf03651 D.turgidum./08.fa.txt_orf00870
E.coli./09.fa.txt_orf03652 D.turgidum./08.fa.txt_orf01434
E.coli./09.fa.txt_orf03653 D.turgidum./08.fa.txt_orf01106
E.coli./09.fa.txt_orf03654 D.turgidum./08.fa.txt_orf01467
E.coli./09.fa.txt_orf03655_rev D.turgidum./08.fa.txt_orf00214
E.coli./09.fa.txt_orf03656_rev D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf03657_rev D.turgidum./08.fa.txt_orf00124_rev
E.coli./09.fa.txt_orf03658 D.turgidum./08.fa.txt_orf01439
E.coli./09.fa.txt_orf03659 D.turgidum./08.fa.txt_orf01020
E.coli./09.fa.txt_orf03662_rev D.turgidum./08.fa.txt_orf00817_rev
E.coli./09.fa.txt_orf03663_rev D.turgidum./08.fa.txt_orf00947_rev
E.coli./09.fa.txt_orf03664 D.turgidum./08.fa.txt_orf00176_rev
E.coli./09.fa.txt_orf03665 D.turgidum./08.fa.txt_orf01678_rev
E.coli./09.fa.txt_orf03666_rev D.turgidum./08.fa.txt_orf00335
E.coli./09.fa.txt_orf03668 D.turgidum./08.fa.txt_orf00419
E.coli./09.fa.txt_orf03669_rev D.turgidum./08.fa.txt_orf02159
E.coli./09.fa.txt_orf03670_rev D.turgidum./08.fa.txt_orf01544_rev
E.coli./09.fa.txt_orf03672_rev D.turgidum./08.fa.txt_orf00296
E.coli./09.fa.txt_orf03673_rev D.turgidum./08.fa.txt_orf00901_rev
E.coli./09.fa.txt_orf03674_rev D.turgidum./08.fa.txt_orf02025_rev
E.coli./09.fa.txt_orf03677_rev D.turgidum./08.fa.txt_orf02041
E.coli./09.fa.txt_orf03680_rev D.turgidum./08.fa.txt_orf00215_rev
E.coli./09.fa.txt_orf03681_rev D.turgidum./08.fa.txt_orf01968_rev
E.coli./09.fa.txt_orf03682_rev D.turgidum./08.fa.txt_orf01120
E.coli./09.fa.txt_orf03684_rev D.turgidum./08.fa.txt_orf00832
E.coli./09.fa.txt_orf03685_rev D.turgidum./08.fa.txt_orf00617
E.coli./09.fa.txt_orf03686_rev D.turgidum./08.fa.txt_orf01389
E.coli./09.fa.txt_orf03688_rev D.turgidum./08.fa.txt_orf00095
E.coli./09.fa.txt_orf03690_rev D.turgidum./08.fa.txt_orf01405
E.coli./09.fa.txt_orf03691_rev D.turgidum./08.fa.txt_orf01389
E.coli./09.fa.txt_orf03692 D.turgidum./08.fa.txt_orf00213
E.coli./09.fa.txt_orf03694 D.turgidum./08.fa.txt_orf00949
E.coli./09.fa.txt_orf03695_rev D.turgidum./08.fa.txt_orf00400
E.coli./09.fa.txt_orf03697_rev D.turgidum./08.fa.txt_orf00755
E.coli./09.fa.txt_orf03699_rev D.turgidum./08.fa.txt_orf00104
E.coli./09.fa.txt_orf03701_rev D.turgidum./08.fa.txt_orf01134
E.coli./09.fa.txt_orf03702_rev D.turgidum./08.fa.txt_orf01390
E.coli./09.fa.txt_orf03704_rev D.turgidum./08.fa.txt_orf00550
E.coli./09.fa.txt_orf03706 D.turgidum./08.fa.txt_orf01170
E.coli./09.fa.txt_orf03707 D.turgidum./08.fa.txt_orf00419
E.coli./09.fa.txt_orf03708_rev D.turgidum./08.fa.txt_orf00972
E.coli./09.fa.txt_orf03710_rev D.turgidum./08.fa.txt_orf01677_rev
E.coli./09.fa.txt_orf03711_rev D.turgidum./08.fa.txt_orf01583_rev
E.coli./09.fa.txt_orf03712_rev D.turgidum./08.fa.txt_orf01850_rev
E.coli./09.fa.txt_orf03713_rev D.turgidum./08.fa.txt_orf01212
E.coli./09.fa.txt_orf03714_rev D.turgidum./08.fa.txt_orf02005_rev
E.coli./09.fa.txt_orf03717_rev D.turgidum./08.fa.txt_orf01597
E.coli./09.fa.txt_orf03718 D.turgidum./08.fa.txt_orf00361
E.coli./09.fa.txt_orf03719_rev D.turgidum./08.fa.txt_orf01938_rev
E.coli./09.fa.txt_orf03721 D.turgidum./08.fa.txt_orf01753_rev
E.coli./09.fa.txt_orf03723 D.turgidum./08.fa.txt_orf01681_rev
E.coli./09.fa.txt_orf03726 D.turgidum./08.fa.txt_orf00951
E.coli./09.fa.txt_orf03727_rev D.turgidum./08.fa.txt_orf01910
E.coli./09.fa.txt_orf03729_rev D.turgidum./08.fa.txt_orf00634
E.coli./09.fa.txt_orf03731 D.turgidum./08.fa.txt_orf01334
E.coli./09.fa.txt_orf03733_rev D.turgidum./08.fa.txt_orf00261
E.coli./09.fa.txt_orf03735_rev D.turgidum./08.fa.txt_orf00757
E.coli./09.fa.txt_orf03736 D.turgidum./08.fa.txt_orf02197_rev
E.coli./09.fa.txt_orf03738 D.turgidum./08.fa.txt_orf00028
E.coli./09.fa.txt_orf03739 D.turgidum./08.fa.txt_orf00986_rev
E.coli./09.fa.txt_orf03741 D.turgidum./08.fa.txt_orf00896_rev
E.coli./09.fa.txt_orf03742 D.turgidum./08.fa.txt_orf00933_rev
E.coli./09.fa.txt_orf03743_rev D.turgidum./08.fa.txt_orf02148
E.coli./09.fa.txt_orf03744_rev D.turgidum./08.fa.txt_orf00079_rev
E.coli./09.fa.txt_orf03746_rev D.turgidum./08.fa.txt_orf00112
E.coli./09.fa.txt_orf03747 D.turgidum./08.fa.txt_orf01804
E.coli./09.fa.txt_orf03748_rev D.turgidum./08.fa.txt_orf00046
E.coli./09.fa.txt_orf03749 D.turgidum./08.fa.txt_orf00783
E.coli./09.fa.txt_orf03751 D.turgidum./08.fa.txt_orf00939
E.coli./09.fa.txt_orf03753 D.turgidum./08.fa.txt_orf01820_rev
E.coli./09.fa.txt_orf03754 D.turgidum./08.fa.txt_orf00251
E.coli./09.fa.txt_orf03756 D.turgidum./08.fa.txt_orf01961
E.coli./09.fa.txt_orf03757 D.turgidum./08.fa.txt_orf00995_rev
E.coli./09.fa.txt_orf03758 D.turgidum./08.fa.txt_orf00712
E.coli./09.fa.txt_orf03759_rev D.turgidum./08.fa.txt_orf02117
E.coli./09.fa.txt_orf03761_rev D.turgidum./08.fa.txt_orf01381
E.coli./09.fa.txt_orf03762_rev D.turgidum./08.fa.txt_orf00069
E.coli./09.fa.txt_orf03763_rev D.turgidum./08.fa.txt_orf01692_rev
E.coli./09.fa.txt_orf03766_rev D.turgidum./08.fa.txt_orf00789
E.coli./09.fa.txt_orf03768_rev D.turgidum./08.fa.txt_orf01498
E.coli./09.fa.txt_orf03769_rev D.turgidum./08.fa.txt_orf00903
E.coli./09.fa.txt_orf03770_rev D.turgidum./08.fa.txt_orf00691
E.coli./09.fa.txt_orf03771_rev D.turgidum./08.fa.txt_orf02058_rev
E.coli./09.fa.txt_orf03772 D.turgidum./08.fa.txt_orf00697
E.coli./09.fa.txt_orf03773_rev D.turgidum./08.fa.txt_orf02175_rev
E.coli./09.fa.txt_orf03774 D.turgidum./08.fa.txt_orf00738
E.coli./09.fa.txt_orf03775 D.turgidum./08.fa.txt_orf01227_rev
E.coli./09.fa.txt_orf03778 D.turgidum./08.fa.txt_orf01433
E.coli./09.fa.txt_orf03779 D.turgidum./08.fa.txt_orf00066
E.coli./09.fa.txt_orf03780_rev D.turgidum./08.fa.txt_orf00849
E.coli./09.fa.txt_orf03783_rev D.turgidum./08.fa.txt_orf01158
E.coli./09.fa.txt_orf03785_rev D.turgidum./08.fa.txt_orf00790_rev
E.coli./09.fa.txt_orf03786_rev D.turgidum./08.fa.txt_orf02109_rev
E.coli./09.fa.txt_orf03787_rev D.turgidum./08.fa.txt_orf01389
E.coli./09.fa.txt_orf03788_rev D.turgidum./08.fa.txt_orf01457
E.coli./09.fa.txt_orf03790_rev D.turgidum./08.fa.txt_orf00095
E.coli./09.fa.txt_orf03792_rev D.turgidum./08.fa.txt_orf02118_rev
E.coli./09.fa.txt_orf03794_rev D.turgidum./08.fa.txt_orf01169
E.coli./09.fa.txt_orf03796_rev D.turgidum./08.fa.txt_orf00097
E.coli./09.fa.txt_orf03797_rev D.turgidum./08.fa.txt_orf00096
E.coli./09.fa.txt_orf03798_rev D.turgidum./08.fa.txt_orf02010
E.coli./09.fa.txt_orf03800_rev D.turgidum./08.fa.txt_orf00315
E.coli./09.fa.txt_orf03801 D.turgidum./08.fa.txt_orf01370
E.coli./09.fa.txt_orf03802 D.turgidum./08.fa.txt_orf01644
E.coli./09.fa.txt_orf03803_rev D.turgidum./08.fa.txt_orf00351_rev
E.coli./09.fa.txt_orf03805_rev D.turgidum./08.fa.txt_orf00603_rev
E.coli./09.fa.txt_orf03806_rev D.turgidum./08.fa.txt_orf02130
E.coli./09.fa.txt_orf03807_rev D.turgidum./08.fa.txt_orf01476
E.coli./09.fa.txt_orf03808_rev D.turgidum./08.fa.txt_orf00458
E.coli./09.fa.txt_orf03809 D.turgidum./08.fa.txt_orf01191
E.coli./09.fa.txt_orf03811 D.turgidum./08.fa.txt_orf01152
E.coli./09.fa.txt_orf03813 D.turgidum./08.fa.txt_orf01806
E.coli./09.fa.txt_orf03815_rev D.turgidum./08.fa.txt_orf00169
E.coli./09.fa.txt_orf03817_rev D.turgidum./08.fa.txt_orf01378
E.coli./09.fa.txt_orf03818_rev D.turgidum./08.fa.txt_orf01845_rev
E.coli./09.fa.txt_orf03819 D.turgidum./08.fa.txt_orf00408
E.coli./09.fa.txt_orf03821 D.turgidum./08.fa.txt_orf02280
E.coli./09.fa.txt_orf03822 D.turgidum./08.fa.txt_orf00463_rev
E.coli./09.fa.txt_orf03823_rev D.turgidum./08.fa.txt_orf01962
E.coli./09.fa.txt_orf03824_rev D.turgidum./08.fa.txt_orf01332
E.coli./09.fa.txt_orf03825_rev D.turgidum./08.fa.txt_orf01331
E.coli./09.fa.txt_orf03826_rev D.turgidum./08.fa.txt_orf01331
E.coli./09.fa.txt_orf03827_rev D.turgidum./08.fa.txt_orf01330
E.coli./09.fa.txt_orf03828_rev D.turgidum./08.fa.txt_orf01330
E.coli./09.fa.txt_orf03830_rev D.turgidum./08.fa.txt_orf02169_rev
E.coli./09.fa.txt_orf03832_rev D.turgidum./08.fa.txt_orf01796_rev
E.coli./09.fa.txt_orf03833_rev D.turgidum./08.fa.txt_orf01531
E.coli./09.fa.txt_orf03834_rev D.turgidum./08.fa.txt_orf01643
E.coli./09.fa.txt_orf03835_rev D.turgidum./08.fa.txt_orf00984
E.coli./09.fa.txt_orf03837_rev D.turgidum./08.fa.txt_orf01761_rev
E.coli./09.fa.txt_orf03838_rev D.turgidum./08.fa.txt_orf01335
E.coli./09.fa.txt_orf03839_rev D.turgidum./08.fa.txt_orf01285
E.coli./09.fa.txt_orf03840_rev D.turgidum./08.fa.txt_orf01733
E.coli./09.fa.txt_orf03843_rev D.turgidum./08.fa.txt_orf00050_rev
E.coli./09.fa.txt_orf03844 D.turgidum./08.fa.txt_orf01896_rev
E.coli./09.fa.txt_orf03845_rev D.turgidum./08.fa.txt_orf02138_rev
E.coli./09.fa.txt_orf03848_rev D.turgidum./08.fa.txt_orf01199
E.coli./09.fa.txt_orf03849 D.turgidum./08.fa.txt_orf00022
E.coli./09.fa.txt_orf03850_rev D.turgidum./08.fa.txt_orf02240_rev
E.coli./09.fa.txt_orf03852_rev D.turgidum./08.fa.txt_orf01653
E.coli./09.fa.txt_orf03853_rev D.turgidum./08.fa.txt_orf01238
E.coli./09.fa.txt_orf03854_rev D.turgidum./08.fa.txt_orf01894_rev
E.coli./09.fa.txt_orf03857_rev D.turgidum./08.fa.txt_orf01335
E.coli./09.fa.txt_orf03858_rev D.turgidum./08.fa.txt_orf01042
E.coli./09.fa.txt_orf03859 D.turgidum./08.fa.txt_orf01661_rev
E.coli./09.fa.txt_orf03860_rev D.turgidum./08.fa.txt_orf01872_rev
E.coli./09.fa.txt_orf03861_rev D.turgidum./08.fa.txt_orf01262
E.coli./09.fa.txt_orf03862_rev D.turgidum./08.fa.txt_orf01568_rev
E.coli./09.fa.txt_orf03863_rev D.turgidum./08.fa.txt_orf01557_rev
E.coli./09.fa.txt_orf03865_rev D.turgidum./08.fa.txt_orf00868
E.coli./09.fa.txt_orf03866_rev D.turgidum./08.fa.txt_orf00783
E.coli./09.fa.txt_orf03868_rev D.turgidum./08.fa.txt_orf00762
E.coli./09.fa.txt_orf03870_rev D.turgidum./08.fa.txt_orf01807
E.coli./09.fa.txt_orf03871_rev D.turgidum./08.fa.txt_orf00890_rev
E.coli./09.fa.txt_orf03873_rev D.turgidum./08.fa.txt_orf00575
E.coli./09.fa.txt_orf03874_rev D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf03875_rev D.turgidum./08.fa.txt_orf00691
E.coli./09.fa.txt_orf03876 D.turgidum./08.fa.txt_orf01878
E.coli./09.fa.txt_orf03878 D.turgidum./08.fa.txt_orf01132
E.coli./09.fa.txt_orf03880_rev D.turgidum./08.fa.txt_orf00084
E.coli./09.fa.txt_orf03881_rev D.turgidum./08.fa.txt_orf00912_rev
E.coli./09.fa.txt_orf03882 D.turgidum./08.fa.txt_orf00022
E.coli./09.fa.txt_orf03884 D.turgidum./08.fa.txt_orf01859_rev
E.coli./09.fa.txt_orf03886 D.turgidum./08.fa.txt_orf00864_rev
E.coli./09.fa.txt_orf03888_rev D.turgidum./08.fa.txt_orf00924
E.coli./09.fa.txt_orf03889_rev D.turgidum./08.fa.txt_orf01098
E.coli./09.fa.txt_orf03891_rev D.turgidum./08.fa.txt_orf00559
E.coli./09.fa.txt_orf03892_rev D.turgidum./08.fa.txt_orf01053
E.coli./09.fa.txt_orf03893 D.turgidum./08.fa.txt_orf01241
E.coli./09.fa.txt_orf03894 D.turgidum./08.fa.txt_orf01212
E.coli./09.fa.txt_orf03895 D.turgidum./08.fa.txt_orf01174
E.coli./09.fa.txt_orf03897_rev D.turgidum./08.fa.txt_orf01047
E.coli./09.fa.txt_orf03898_rev D.turgidum./08.fa.txt_orf00466
E.coli./09.fa.txt_orf03899_rev D.turgidum./08.fa.txt_orf01581_rev
E.coli./09.fa.txt_orf03900_rev D.turgidum./08.fa.txt_orf00606_rev
E.coli./09.fa.txt_orf03901_rev D.turgidum./08.fa.txt_orf01108
E.coli./09.fa.txt_orf03903_rev D.turgidum./08.fa.txt_orf01096
E.coli./09.fa.txt_orf03904_rev D.turgidum./08.fa.txt_orf01681_rev
E.coli./09.fa.txt_orf03905_rev D.turgidum./08.fa.txt_orf02141_rev
E.coli./09.fa.txt_orf03906_rev D.turgidum./08.fa.txt_orf01944_rev
E.coli./09.fa.txt_orf03907_rev D.turgidum./08.fa.txt_orf01804
E.coli./09.fa.txt_orf03908_rev D.turgidum./08.fa.txt_orf00119
E.coli./09.fa.txt_orf03909_rev D.turgidum./08.fa.txt_orf00070
E.coli./09.fa.txt_orf03910_rev D.turgidum./08.fa.txt_orf01994
E.coli./09.fa.txt_orf03911_rev D.turgidum./08.fa.txt_orf01494_rev
E.coli./09.fa.txt_orf03912_rev D.turgidum./08.fa.txt_orf00543
E.coli./09.fa.txt_orf03915 D.turgidum./08.fa.txt_orf01299
E.coli./09.fa.txt_orf03916 D.turgidum./08.fa.txt_orf01731
