E.coli./09.fa.txt_orf00002 Synechocystis./18.fa.txt_orf01331_rev
E.coli./09.fa.txt_orf04296 Synechocystis./18.fa.txt_orf03599
E.coli./09.fa.txt_orf04297 Synechocystis./18.fa.txt_orf04768_rev
E.coli./09.fa.txt_orf04298 Synechocystis./18.fa.txt_orf00339_rev
E.coli./09.fa.txt_orf04299_rev Synechocystis./18.fa.txt_orf00760_rev
E.coli./09.fa.txt_orf04300_rev Synechocystis./18.fa.txt_orf00118_rev
E.coli./09.fa.txt_orf04301 Synechocystis./18.fa.txt_orf02291
E.coli./09.fa.txt_orf04304 Synechocystis./18.fa.txt_orf04454
E.coli./09.fa.txt_orf04305 Synechocystis./18.fa.txt_orf03145
E.coli./09.fa.txt_orf04309 Synechocystis./18.fa.txt_orf02084_rev
E.coli./09.fa.txt_orf04310_rev Synechocystis./18.fa.txt_orf00391_rev
E.coli./09.fa.txt_orf04313_rev Synechocystis./18.fa.txt_orf03032_rev
E.coli./09.fa.txt_orf04315_rev Synechocystis./18.fa.txt_orf01499_rev
E.coli./09.fa.txt_orf04316 Synechocystis./18.fa.txt_orf03803_rev
E.coli./09.fa.txt_orf04317 Synechocystis./18.fa.txt_orf04149
E.coli./09.fa.txt_orf04318 Synechocystis./18.fa.txt_orf01710_rev
E.coli./09.fa.txt_orf04321 Synechocystis./18.fa.txt_orf04348_rev
E.coli./09.fa.txt_orf04324 Synechocystis./18.fa.txt_orf01024
E.coli./09.fa.txt_orf04325 Synechocystis./18.fa.txt_orf02079
E.coli./09.fa.txt_orf04326 Synechocystis./18.fa.txt_orf03108_rev
E.coli./09.fa.txt_orf04327 Synechocystis./18.fa.txt_orf01183_rev
E.coli./09.fa.txt_orf04328_rev Synechocystis./18.fa.txt_orf01380_rev
E.coli./09.fa.txt_orf04329_rev Synechocystis./18.fa.txt_orf01799_rev
E.coli./09.fa.txt_orf04331 Synechocystis./18.fa.txt_orf00804
E.coli./09.fa.txt_orf04332 Synechocystis./18.fa.txt_orf04151_rev
E.coli./09.fa.txt_orf04333_rev Synechocystis./18.fa.txt_orf02712_rev
E.coli./09.fa.txt_orf04334 Synechocystis./18.fa.txt_orf04901
E.coli./09.fa.txt_orf04335 Synechocystis./18.fa.txt_orf01601_rev
E.coli./09.fa.txt_orf04336_rev Synechocystis./18.fa.txt_orf01856
E.coli./09.fa.txt_orf04337 Synechocystis./18.fa.txt_orf04366_rev
E.coli./09.fa.txt_orf04338 Synechocystis./18.fa.txt_orf04909_rev
E.coli./09.fa.txt_orf04340 Synechocystis./18.fa.txt_orf03032_rev
E.coli./09.fa.txt_orf04342 Synechocystis./18.fa.txt_orf00520_rev
E.coli./09.fa.txt_orf04343 Synechocystis./18.fa.txt_orf04245_rev
E.coli./09.fa.txt_orf04344 Synechocystis./18.fa.txt_orf04802
E.coli./09.fa.txt_orf04346 Synechocystis./18.fa.txt_orf00337
E.coli./09.fa.txt_orf04347 Synechocystis./18.fa.txt_orf02531
E.coli./09.fa.txt_orf04348 Synechocystis./18.fa.txt_orf00510
E.coli./09.fa.txt_orf04349 Synechocystis./18.fa.txt_orf00604_rev
E.coli./09.fa.txt_orf04351 Synechocystis./18.fa.txt_orf00446_rev
E.coli./09.fa.txt_orf04352 Synechocystis./18.fa.txt_orf01328_rev
E.coli./09.fa.txt_orf04353 Synechocystis./18.fa.txt_orf02545
E.coli./09.fa.txt_orf04355_rev Synechocystis./18.fa.txt_orf03353
E.coli./09.fa.txt_orf04356 Synechocystis./18.fa.txt_orf05085
E.coli./09.fa.txt_orf04358 Synechocystis./18.fa.txt_orf01039_rev
E.coli./09.fa.txt_orf04359_rev Synechocystis./18.fa.txt_orf04807_rev
E.coli./09.fa.txt_orf04360_rev Synechocystis./18.fa.txt_orf00157_rev
E.coli./09.fa.txt_orf04361_rev Synechocystis./18.fa.txt_orf02039
E.coli./09.fa.txt_orf04362_rev Synechocystis./18.fa.txt_orf03581
E.coli./09.fa.txt_orf04363_rev Synechocystis./18.fa.txt_orf03472
E.coli./09.fa.txt_orf04364 Synechocystis./18.fa.txt_orf00631
E.coli./09.fa.txt_orf04365_rev Synechocystis./18.fa.txt_orf01304_rev
E.coli./09.fa.txt_orf04366 Synechocystis./18.fa.txt_orf05268
E.coli./09.fa.txt_orf04367_rev Synechocystis./18.fa.txt_orf04147
E.coli./09.fa.txt_orf04370_rev Synechocystis./18.fa.txt_orf04238
E.coli./09.fa.txt_orf04371_rev Synechocystis./18.fa.txt_orf01435_rev
E.coli./09.fa.txt_orf04372_rev Synechocystis./18.fa.txt_orf03698
E.coli./09.fa.txt_orf04374 Synechocystis./18.fa.txt_orf04016_rev
E.coli./09.fa.txt_orf04375 Synechocystis./18.fa.txt_orf02734_rev
E.coli./09.fa.txt_orf04377 Synechocystis./18.fa.txt_orf02343
E.coli./09.fa.txt_orf04378 Synechocystis./18.fa.txt_orf00837_rev
E.coli./09.fa.txt_orf04379 Synechocystis./18.fa.txt_orf01910_rev
E.coli./09.fa.txt_orf04380 Synechocystis./18.fa.txt_orf01848
E.coli./09.fa.txt_orf04381 Synechocystis./18.fa.txt_orf00167_rev
E.coli./09.fa.txt_orf04382_rev Synechocystis./18.fa.txt_orf02523
E.coli./09.fa.txt_orf04384 Synechocystis./18.fa.txt_orf02765
E.coli./09.fa.txt_orf04385 Synechocystis./18.fa.txt_orf02406_rev
E.coli./09.fa.txt_orf04386 Synechocystis./18.fa.txt_orf03762
E.coli./09.fa.txt_orf04387_rev Synechocystis./18.fa.txt_orf04682
E.coli./09.fa.txt_orf04388_rev Synechocystis./18.fa.txt_orf03162
E.coli./09.fa.txt_orf04389_rev Synechocystis./18.fa.txt_orf05054_rev
E.coli./09.fa.txt_orf04392_rev Synechocystis./18.fa.txt_orf03983_rev
E.coli./09.fa.txt_orf04394 Synechocystis./18.fa.txt_orf03430
E.coli./09.fa.txt_orf04395 Synechocystis./18.fa.txt_orf00326_rev
E.coli./09.fa.txt_orf04396_rev Synechocystis./18.fa.txt_orf04100_rev
E.coli./09.fa.txt_orf04398_rev Synechocystis./18.fa.txt_orf03609
E.coli./09.fa.txt_orf04399_rev Synechocystis./18.fa.txt_orf04951_rev
E.coli./09.fa.txt_orf04401_rev Synechocystis./18.fa.txt_orf04381
E.coli./09.fa.txt_orf04403_rev Synechocystis./18.fa.txt_orf03072_rev
E.coli./09.fa.txt_orf04404_rev Synechocystis./18.fa.txt_orf05054_rev
E.coli./09.fa.txt_orf04405_rev Synechocystis./18.fa.txt_orf04874_rev
E.coli./09.fa.txt_orf04407_rev Synechocystis./18.fa.txt_orf03122
E.coli./09.fa.txt_orf04408_rev Synechocystis./18.fa.txt_orf04876_rev
E.coli./09.fa.txt_orf04409_rev Synechocystis./18.fa.txt_orf00776
E.coli./09.fa.txt_orf04410_rev Synechocystis./18.fa.txt_orf03162
E.coli./09.fa.txt_orf04411_rev Synechocystis./18.fa.txt_orf01798_rev
E.coli./09.fa.txt_orf04412 Synechocystis./18.fa.txt_orf03830
E.coli./09.fa.txt_orf04414 Synechocystis./18.fa.txt_orf04890_rev
E.coli./09.fa.txt_orf04415 Synechocystis./18.fa.txt_orf02843_rev
E.coli./09.fa.txt_orf04417 Synechocystis./18.fa.txt_orf04099
E.coli./09.fa.txt_orf04418 Synechocystis./18.fa.txt_orf04774
E.coli./09.fa.txt_orf04419 Synechocystis./18.fa.txt_orf02523
E.coli./09.fa.txt_orf04420_rev Synechocystis./18.fa.txt_orf03718_rev
E.coli./09.fa.txt_orf04422 Synechocystis./18.fa.txt_orf02136_rev
E.coli./09.fa.txt_orf04424 Synechocystis./18.fa.txt_orf03829_rev
E.coli./09.fa.txt_orf04425 Synechocystis./18.fa.txt_orf03028_rev
E.coli./09.fa.txt_orf04426_rev Synechocystis./18.fa.txt_orf02221
E.coli./09.fa.txt_orf04427 Synechocystis./18.fa.txt_orf04417
E.coli./09.fa.txt_orf04428 Synechocystis./18.fa.txt_orf02976_rev
E.coli./09.fa.txt_orf04429 Synechocystis./18.fa.txt_orf02906_rev
E.coli./09.fa.txt_orf04430 Synechocystis./18.fa.txt_orf02002
E.coli./09.fa.txt_orf04431 Synechocystis./18.fa.txt_orf02012
E.coli./09.fa.txt_orf04433_rev Synechocystis./18.fa.txt_orf03964
E.coli./09.fa.txt_orf04435_rev Synechocystis./18.fa.txt_orf03140_rev
E.coli./09.fa.txt_orf04437_rev Synechocystis./18.fa.txt_orf03265_rev
E.coli./09.fa.txt_orf04438 Synechocystis./18.fa.txt_orf00253
E.coli./09.fa.txt_orf04440_rev Synechocystis./18.fa.txt_orf03646
E.coli./09.fa.txt_orf04442_rev Synechocystis./18.fa.txt_orf04564_rev
E.coli./09.fa.txt_orf04443 Synechocystis./18.fa.txt_orf02648
E.coli./09.fa.txt_orf04444_rev Synechocystis./18.fa.txt_orf02340
E.coli./09.fa.txt_orf04446_rev Synechocystis./18.fa.txt_orf02756_rev
E.coli./09.fa.txt_orf04447_rev Synechocystis./18.fa.txt_orf04694
E.coli./09.fa.txt_orf04449_rev Synechocystis./18.fa.txt_orf02161_rev
E.coli./09.fa.txt_orf04450_rev Synechocystis./18.fa.txt_orf04982
E.coli./09.fa.txt_orf04451_rev Synechocystis./18.fa.txt_orf02822_rev
E.coli./09.fa.txt_orf04453_rev Synechocystis./18.fa.txt_orf01141_rev
E.coli./09.fa.txt_orf04454_rev Synechocystis./18.fa.txt_orf02063_rev
E.coli./09.fa.txt_orf04455_rev Synechocystis./18.fa.txt_orf04121_rev
E.coli./09.fa.txt_orf04457_rev Synechocystis./18.fa.txt_orf03354_rev
E.coli./09.fa.txt_orf04458 Synechocystis./18.fa.txt_orf04016_rev
E.coli./09.fa.txt_orf04459_rev Synechocystis./18.fa.txt_orf00985
E.coli./09.fa.txt_orf04460_rev Synechocystis./18.fa.txt_orf00549_rev
E.coli./09.fa.txt_orf04462_rev Synechocystis./18.fa.txt_orf03757_rev
E.coli./09.fa.txt_orf04463_rev Synechocystis./18.fa.txt_orf01177
E.coli./09.fa.txt_orf04464_rev Synechocystis./18.fa.txt_orf00247
E.coli./09.fa.txt_orf04465_rev Synechocystis./18.fa.txt_orf01086
E.coli./09.fa.txt_orf04466_rev Synechocystis./18.fa.txt_orf04938
E.coli./09.fa.txt_orf04467_rev Synechocystis./18.fa.txt_orf04296
E.coli./09.fa.txt_orf04469_rev Synechocystis./18.fa.txt_orf00243
E.coli./09.fa.txt_orf04471_rev Synechocystis./18.fa.txt_orf04827_rev
E.coli./09.fa.txt_orf04472_rev Synechocystis./18.fa.txt_orf02185_rev
E.coli./09.fa.txt_orf04473_rev Synechocystis./18.fa.txt_orf03354_rev
E.coli./09.fa.txt_orf04475_rev Synechocystis./18.fa.txt_orf02859
E.coli./09.fa.txt_orf04476_rev Synechocystis./18.fa.txt_orf03620
E.coli./09.fa.txt_orf04477_rev Synechocystis./18.fa.txt_orf04034_rev
E.coli./09.fa.txt_orf04478 Synechocystis./18.fa.txt_orf04059
E.coli./09.fa.txt_orf04480 Synechocystis./18.fa.txt_orf04010
E.coli./09.fa.txt_orf04482 Synechocystis./18.fa.txt_orf04000
E.coli./09.fa.txt_orf04484 Synechocystis./18.fa.txt_orf00391_rev
E.coli./09.fa.txt_orf04485_rev Synechocystis./18.fa.txt_orf02479_rev
E.coli./09.fa.txt_orf04486_rev Synechocystis./18.fa.txt_orf03623
E.coli./09.fa.txt_orf04487_rev Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf04489_rev Synechocystis./18.fa.txt_orf02510
E.coli./09.fa.txt_orf04490_rev Synechocystis./18.fa.txt_orf00837_rev
E.coli./09.fa.txt_orf04491 Synechocystis./18.fa.txt_orf03615
E.coli./09.fa.txt_orf04492 Synechocystis./18.fa.txt_orf01399
E.coli./09.fa.txt_orf04495 Synechocystis./18.fa.txt_orf01529
E.coli./09.fa.txt_orf04496 Synechocystis./18.fa.txt_orf01177
E.coli./09.fa.txt_orf04497_rev Synechocystis./18.fa.txt_orf00639_rev
E.coli./09.fa.txt_orf04498 Synechocystis./18.fa.txt_orf02661_rev
E.coli./09.fa.txt_orf04499 Synechocystis./18.fa.txt_orf05125
E.coli./09.fa.txt_orf04502_rev Synechocystis./18.fa.txt_orf02638_rev
E.coli./09.fa.txt_orf04503_rev Synechocystis./18.fa.txt_orf02520_rev
E.coli./09.fa.txt_orf04504_rev Synechocystis./18.fa.txt_orf00989
E.coli./09.fa.txt_orf04505_rev Synechocystis./18.fa.txt_orf01749_rev
E.coli./09.fa.txt_orf04506_rev Synechocystis./18.fa.txt_orf03678_rev
E.coli./09.fa.txt_orf04507_rev Synechocystis./18.fa.txt_orf04944
E.coli./09.fa.txt_orf04508_rev Synechocystis./18.fa.txt_orf00446_rev
E.coli./09.fa.txt_orf04509 Synechocystis./18.fa.txt_orf04638
E.coli./09.fa.txt_orf04510_rev Synechocystis./18.fa.txt_orf00122_rev
E.coli./09.fa.txt_orf04511_rev Synechocystis./18.fa.txt_orf01280_rev
E.coli./09.fa.txt_orf04512_rev Synechocystis./18.fa.txt_orf01786
E.coli./09.fa.txt_orf04513_rev Synechocystis./18.fa.txt_orf00570
E.coli./09.fa.txt_orf04514_rev Synechocystis./18.fa.txt_orf01039_rev
E.coli./09.fa.txt_orf04516 Synechocystis./18.fa.txt_orf03880_rev
E.coli./09.fa.txt_orf04517_rev Synechocystis./18.fa.txt_orf01442
E.coli./09.fa.txt_orf04518_rev Synechocystis./18.fa.txt_orf00847_rev
E.coli./09.fa.txt_orf04520_rev Synechocystis./18.fa.txt_orf04361
E.coli./09.fa.txt_orf04522_rev Synechocystis./18.fa.txt_orf04656
E.coli./09.fa.txt_orf04523_rev Synechocystis./18.fa.txt_orf00770_rev
E.coli./09.fa.txt_orf04524 Synechocystis./18.fa.txt_orf02675
E.coli./09.fa.txt_orf04525 Synechocystis./18.fa.txt_orf03420
E.coli./09.fa.txt_orf04526 Synechocystis./18.fa.txt_orf04518
E.coli./09.fa.txt_orf04527 Synechocystis./18.fa.txt_orf02410_rev
E.coli./09.fa.txt_orf04529 Synechocystis./18.fa.txt_orf05098_rev
E.coli./09.fa.txt_orf04531 Synechocystis./18.fa.txt_orf02420
E.coli./09.fa.txt_orf04533_rev Synechocystis./18.fa.txt_orf02136_rev
E.coli./09.fa.txt_orf04534_rev Synechocystis./18.fa.txt_orf02514_rev
E.coli./09.fa.txt_orf04535 Synechocystis./18.fa.txt_orf03255_rev
E.coli./09.fa.txt_orf04537 Synechocystis./18.fa.txt_orf00594_rev
E.coli./09.fa.txt_orf04539 Synechocystis./18.fa.txt_orf01399
E.coli./09.fa.txt_orf04540 Synechocystis./18.fa.txt_orf01033
E.coli./09.fa.txt_orf04543 Synechocystis./18.fa.txt_orf04778
E.coli./09.fa.txt_orf04544_rev Synechocystis./18.fa.txt_orf03732
E.coli./09.fa.txt_orf04546_rev Synechocystis./18.fa.txt_orf03430
E.coli./09.fa.txt_orf04549_rev Synechocystis./18.fa.txt_orf02888
E.coli./09.fa.txt_orf04551_rev Synechocystis./18.fa.txt_orf03510_rev
E.coli./09.fa.txt_orf04552 Synechocystis./18.fa.txt_orf01833
E.coli./09.fa.txt_orf04554 Synechocystis./18.fa.txt_orf02324
E.coli./09.fa.txt_orf04555_rev Synechocystis./18.fa.txt_orf00850
E.coli./09.fa.txt_orf04557_rev Synechocystis./18.fa.txt_orf01235_rev
E.coli./09.fa.txt_orf04559_rev Synechocystis./18.fa.txt_orf00466
E.coli./09.fa.txt_orf04560 Synechocystis./18.fa.txt_orf04842
E.coli./09.fa.txt_orf04561_rev Synechocystis./18.fa.txt_orf00086
E.coli./09.fa.txt_orf04562_rev Synechocystis./18.fa.txt_orf04906_rev
E.coli./09.fa.txt_orf04563_rev Synechocystis./18.fa.txt_orf00643_rev
E.coli./09.fa.txt_orf04564_rev Synechocystis./18.fa.txt_orf00119_rev
E.coli./09.fa.txt_orf04566_rev Synechocystis./18.fa.txt_orf02054_rev
E.coli./09.fa.txt_orf04567_rev Synechocystis./18.fa.txt_orf01323_rev
E.coli./09.fa.txt_orf04568_rev Synechocystis./18.fa.txt_orf04518
E.coli./09.fa.txt_orf04569_rev Synechocystis./18.fa.txt_orf05253_rev
E.coli./09.fa.txt_orf04570_rev Synechocystis./18.fa.txt_orf03237
E.coli./09.fa.txt_orf04571_rev Synechocystis./18.fa.txt_orf03157
E.coli./09.fa.txt_orf04572_rev Synechocystis./18.fa.txt_orf02418_rev
E.coli./09.fa.txt_orf04573_rev Synechocystis./18.fa.txt_orf05268
E.coli./09.fa.txt_orf04574 Synechocystis./18.fa.txt_orf00854
E.coli./09.fa.txt_orf04575 Synechocystis./18.fa.txt_orf01918
E.coli./09.fa.txt_orf04576 Synechocystis./18.fa.txt_orf01419
E.coli./09.fa.txt_orf04577 Synechocystis./18.fa.txt_orf01673_rev
E.coli./09.fa.txt_orf04578 Synechocystis./18.fa.txt_orf03000
E.coli./09.fa.txt_orf04579_rev Synechocystis./18.fa.txt_orf00366
E.coli./09.fa.txt_orf04580_rev Synechocystis./18.fa.txt_orf02725_rev
E.coli./09.fa.txt_orf04582 Synechocystis./18.fa.txt_orf00110_rev
E.coli./09.fa.txt_orf04583_rev Synechocystis./18.fa.txt_orf02648
E.coli./09.fa.txt_orf04584 Synechocystis./18.fa.txt_orf00793
E.coli./09.fa.txt_orf04585_rev Synechocystis./18.fa.txt_orf00352_rev
E.coli./09.fa.txt_orf04587_rev Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf04588_rev Synechocystis./18.fa.txt_orf00837_rev
E.coli./09.fa.txt_orf04589_rev Synechocystis./18.fa.txt_orf02745_rev
E.coli./09.fa.txt_orf04590_rev Synechocystis./18.fa.txt_orf02447_rev
E.coli./09.fa.txt_orf04592 Synechocystis./18.fa.txt_orf04605
E.coli./09.fa.txt_orf04594 Synechocystis./18.fa.txt_orf02458
E.coli./09.fa.txt_orf04596 Synechocystis./18.fa.txt_orf02799
E.coli./09.fa.txt_orf04597 Synechocystis./18.fa.txt_orf02818
E.coli./09.fa.txt_orf04598_rev Synechocystis./18.fa.txt_orf04082_rev
E.coli./09.fa.txt_orf04600 Synechocystis./18.fa.txt_orf02079
E.coli./09.fa.txt_orf04601 Synechocystis./18.fa.txt_orf01303_rev
E.coli./09.fa.txt_orf04606_rev Synechocystis./18.fa.txt_orf00118_rev
E.coli./09.fa.txt_orf04607_rev Synechocystis./18.fa.txt_orf00492
E.coli./09.fa.txt_orf04608_rev Synechocystis./18.fa.txt_orf02136_rev
E.coli./09.fa.txt_orf04609_rev Synechocystis./18.fa.txt_orf02650
E.coli./09.fa.txt_orf04612_rev Synechocystis./18.fa.txt_orf02031
E.coli./09.fa.txt_orf04613 Synechocystis./18.fa.txt_orf03548_rev
E.coli./09.fa.txt_orf04615_rev Synechocystis./18.fa.txt_orf00923
E.coli./09.fa.txt_orf04616_rev Synechocystis./18.fa.txt_orf03883_rev
E.coli./09.fa.txt_orf04617_rev Synechocystis./18.fa.txt_orf03102
E.coli./09.fa.txt_orf04619_rev Synechocystis./18.fa.txt_orf04290
E.coli./09.fa.txt_orf04620_rev Synechocystis./18.fa.txt_orf05283_rev
E.coli./09.fa.txt_orf04621_rev Synechocystis./18.fa.txt_orf04619
E.coli./09.fa.txt_orf04622_rev Synechocystis./18.fa.txt_orf03962_rev
E.coli./09.fa.txt_orf04623_rev Synechocystis./18.fa.txt_orf01373
E.coli./09.fa.txt_orf04625_rev Synechocystis./18.fa.txt_orf04564_rev
E.coli./09.fa.txt_orf04626 Synechocystis./18.fa.txt_orf02850_rev
E.coli./09.fa.txt_orf04628 Synechocystis./18.fa.txt_orf02733_rev
E.coli./09.fa.txt_orf04630 Synechocystis./18.fa.txt_orf05300
E.coli./09.fa.txt_orf04632_rev Synechocystis./18.fa.txt_orf02523
E.coli./09.fa.txt_orf04633 Synechocystis./18.fa.txt_orf03325_rev
E.coli./09.fa.txt_orf04635 Synechocystis./18.fa.txt_orf00533_rev
E.coli./09.fa.txt_orf04637 Synechocystis./18.fa.txt_orf03143
E.coli./09.fa.txt_orf04638 Synechocystis./18.fa.txt_orf02071
E.coli./09.fa.txt_orf04639 Synechocystis./18.fa.txt_orf03738_rev
E.coli./09.fa.txt_orf04640_rev Synechocystis./18.fa.txt_orf04138_rev
E.coli./09.fa.txt_orf04641_rev Synechocystis./18.fa.txt_orf01677_rev
E.coli./09.fa.txt_orf04643 Synechocystis./18.fa.txt_orf02921
E.coli./09.fa.txt_orf04644 Synechocystis./18.fa.txt_orf04336
E.coli./09.fa.txt_orf04646 Synechocystis./18.fa.txt_orf03823
E.coli./09.fa.txt_orf04647 Synechocystis./18.fa.txt_orf03297
E.coli./09.fa.txt_orf04648 Synechocystis./18.fa.txt_orf04017_rev
E.coli./09.fa.txt_orf04650 Synechocystis./18.fa.txt_orf04266
E.coli./09.fa.txt_orf04651 Synechocystis./18.fa.txt_orf01283_rev
E.coli./09.fa.txt_orf04652 Synechocystis./18.fa.txt_orf04957
E.coli./09.fa.txt_orf04654_rev Synechocystis./18.fa.txt_orf00710
E.coli./09.fa.txt_orf04655_rev Synechocystis./18.fa.txt_orf04336
E.coli./09.fa.txt_orf04657 Synechocystis./18.fa.txt_orf03014
E.coli./09.fa.txt_orf04659 Synechocystis./18.fa.txt_orf04440
E.coli./09.fa.txt_orf04660 Synechocystis./18.fa.txt_orf05268
E.coli./09.fa.txt_orf04661_rev Synechocystis./18.fa.txt_orf04835_rev
E.coli./09.fa.txt_orf04663 Synechocystis./18.fa.txt_orf02845_rev
E.coli./09.fa.txt_orf04664_rev Synechocystis./18.fa.txt_orf02873_rev
E.coli./09.fa.txt_orf04666_rev Synechocystis./18.fa.txt_orf01084
E.coli./09.fa.txt_orf04667_rev Synechocystis./18.fa.txt_orf00225
E.coli./09.fa.txt_orf04668_rev Synechocystis./18.fa.txt_orf02679
E.coli./09.fa.txt_orf04669 Synechocystis./18.fa.txt_orf00688
E.coli./09.fa.txt_orf04671_rev Synechocystis./18.fa.txt_orf02475_rev
E.coli./09.fa.txt_orf04672_rev Synechocystis./18.fa.txt_orf01723
E.coli./09.fa.txt_orf04673 Synechocystis./18.fa.txt_orf05037
E.coli./09.fa.txt_orf04675 Synechocystis./18.fa.txt_orf04423_rev
E.coli./09.fa.txt_orf04676_rev Synechocystis./18.fa.txt_orf02547
E.coli./09.fa.txt_orf04677_rev Synechocystis./18.fa.txt_orf03615
E.coli./09.fa.txt_orf04678 Synechocystis./18.fa.txt_orf02014
E.coli./09.fa.txt_orf04679_rev Synechocystis./18.fa.txt_orf00175
E.coli./09.fa.txt_orf04681_rev Synechocystis./18.fa.txt_orf00638_rev
E.coli./09.fa.txt_orf04682_rev Synechocystis./18.fa.txt_orf03494
E.coli./09.fa.txt_orf04684_rev Synechocystis./18.fa.txt_orf03880_rev
E.coli./09.fa.txt_orf04685_rev Synechocystis./18.fa.txt_orf04135_rev
E.coli./09.fa.txt_orf04687_rev Synechocystis./18.fa.txt_orf03674_rev
E.coli./09.fa.txt_orf04689_rev Synechocystis./18.fa.txt_orf03674_rev
E.coli./09.fa.txt_orf04690_rev Synechocystis./18.fa.txt_orf05299
E.coli./09.fa.txt_orf04691_rev Synechocystis./18.fa.txt_orf02978
E.coli./09.fa.txt_orf04692 Synechocystis./18.fa.txt_orf04729_rev
E.coli./09.fa.txt_orf04693 Synechocystis./18.fa.txt_orf01261
E.coli./09.fa.txt_orf04695 Synechocystis./18.fa.txt_orf04830_rev
E.coli./09.fa.txt_orf04696_rev Synechocystis./18.fa.txt_orf02457
E.coli./09.fa.txt_orf04700_rev Synechocystis./18.fa.txt_orf01424_rev
E.coli./09.fa.txt_orf04701_rev Synechocystis./18.fa.txt_orf02888
E.coli./09.fa.txt_orf04703 Synechocystis./18.fa.txt_orf00793
E.coli./09.fa.txt_orf04705 Synechocystis./18.fa.txt_orf00869
E.coli./09.fa.txt_orf04706 Synechocystis./18.fa.txt_orf04025_rev
E.coli./09.fa.txt_orf04707 Synechocystis./18.fa.txt_orf02333
E.coli./09.fa.txt_orf04708 Synechocystis./18.fa.txt_orf05214
E.coli./09.fa.txt_orf04709 Synechocystis./18.fa.txt_orf02221
E.coli./09.fa.txt_orf04710_rev Synechocystis./18.fa.txt_orf02888
E.coli./09.fa.txt_orf04712_rev Synechocystis./18.fa.txt_orf03707_rev
E.coli./09.fa.txt_orf04713_rev Synechocystis./18.fa.txt_orf02175_rev
E.coli./09.fa.txt_orf04714_rev Synechocystis./18.fa.txt_orf03102
E.coli./09.fa.txt_orf04715_rev Synechocystis./18.fa.txt_orf01232_rev
E.coli./09.fa.txt_orf04718_rev Synechocystis./18.fa.txt_orf04204_rev
E.coli./09.fa.txt_orf04719_rev Synechocystis./18.fa.txt_orf04608_rev
E.coli./09.fa.txt_orf04721 Synechocystis./18.fa.txt_orf05298
E.coli./09.fa.txt_orf04722 Synechocystis./18.fa.txt_orf02325
E.coli./09.fa.txt_orf04723 Synechocystis./18.fa.txt_orf02502
E.coli./09.fa.txt_orf04724 Synechocystis./18.fa.txt_orf02562
E.coli./09.fa.txt_orf04725 Synechocystis./18.fa.txt_orf04802
E.coli./09.fa.txt_orf04726_rev Synechocystis./18.fa.txt_orf00844
E.coli./09.fa.txt_orf04727_rev Synechocystis./18.fa.txt_orf02621_rev
E.coli./09.fa.txt_orf04728_rev Synechocystis./18.fa.txt_orf01952_rev
E.coli./09.fa.txt_orf04731_rev Synechocystis./18.fa.txt_orf02911
E.coli./09.fa.txt_orf04732_rev Synechocystis./18.fa.txt_orf04017_rev
E.coli./09.fa.txt_orf04733_rev Synechocystis./18.fa.txt_orf05206
E.coli./09.fa.txt_orf04736_rev Synechocystis./18.fa.txt_orf03911_rev
E.coli./09.fa.txt_orf04737 Synechocystis./18.fa.txt_orf01358
E.coli./09.fa.txt_orf04739_rev Synechocystis./18.fa.txt_orf04893_rev
E.coli./09.fa.txt_orf04740_rev Synechocystis./18.fa.txt_orf04637_rev
E.coli./09.fa.txt_orf04741_rev Synechocystis./18.fa.txt_orf00634_rev
E.coli./09.fa.txt_orf04742_rev Synechocystis./18.fa.txt_orf00638_rev
E.coli./09.fa.txt_orf04743 Synechocystis./18.fa.txt_orf00634_rev
E.coli./09.fa.txt_orf04745 Synechocystis./18.fa.txt_orf03380_rev
E.coli./09.fa.txt_orf04748 Synechocystis./18.fa.txt_orf02586_rev
E.coli./09.fa.txt_orf04749 Synechocystis./18.fa.txt_orf01535_rev
E.coli./09.fa.txt_orf04750 Synechocystis./18.fa.txt_orf02689
E.coli./09.fa.txt_orf04751 Synechocystis./18.fa.txt_orf05259_rev
E.coli./09.fa.txt_orf04752 Synechocystis./18.fa.txt_orf05216_rev
E.coli./09.fa.txt_orf04753 Synechocystis./18.fa.txt_orf05050_rev
E.coli./09.fa.txt_orf04754 Synechocystis./18.fa.txt_orf02546
E.coli./09.fa.txt_orf04755_rev Synechocystis./18.fa.txt_orf04603
E.coli./09.fa.txt_orf04756 Synechocystis./18.fa.txt_orf04858
E.coli./09.fa.txt_orf04757 Synechocystis./18.fa.txt_orf05180
E.coli./09.fa.txt_orf04758 Synechocystis./18.fa.txt_orf01086
E.coli./09.fa.txt_orf04759 Synechocystis./18.fa.txt_orf01320
E.coli./09.fa.txt_orf04760 Synechocystis./18.fa.txt_orf02912_rev
E.coli./09.fa.txt_orf04762_rev Synechocystis./18.fa.txt_orf04003_rev
E.coli./09.fa.txt_orf04764_rev Synechocystis./18.fa.txt_orf03354_rev
E.coli./09.fa.txt_orf04766_rev Synechocystis./18.fa.txt_orf00726_rev
E.coli./09.fa.txt_orf04767_rev Synechocystis./18.fa.txt_orf05196
E.coli./09.fa.txt_orf04768_rev Synechocystis./18.fa.txt_orf01546
